code,name,description,category,url,status
PIER,pier,a structure built out into navigable water on piles providing berthing for ships and recreation,S,,active
GRVPN,pine grove,a planting of pine trees,V,,active
MNPL,placer mine(s),a place where heavy metals are concentrated and running water is used to extract them from unconsolidated sediments,S,,active
PLN,plain(s),"an extensive area of comparatively level to gently undulating land, lacking surface irregularities, and usually adjacent to a higher area",T,,active
PLAT,plateau,"an elevated plain with steep slopes on one or more sides, and often with incised streams",T,,active
PT,point,"a tapering piece of land projecting into a body of water, less prominent than a cape",T,,active
PTS,points,"tapering pieces of land projecting into a body of water, less prominent than a cape",T,,active
PLDR,polder,an area reclaimed from the sea by diking and draining,T,,active
PP,police post,a building in which police are stationed,S,,active
PCL,political entity,political entity,A,,active
PND,pond,a small standing waterbody,H,,active
PNDS,ponds,small standing waterbodies,H,,active
POOL,pool(s),"a small and comparatively still, deep part of a larger body of water such as a stream or harbor; or a small body of standing water",H,,active
PPLL,populated locality,an area similar to a locality but with a small group of dwellings or other buildings,P,,active
PPL,populated place,"a city, town, village, or other agglomeration of buildings where people live and work",P,,active
PPLS,populated places,"cities, towns, villages, or other agglomerations of buildings where people live and work",P,,active
PRT,port,"a place provided with terminal and transfer facilities for loading and discharging waterborne cargo or passengers, usually located in a harbor",L,,active
PTGE,portage,"a place where boats, goods, etc., are carried overland between navigable waters",R,,active
PO,post office,"a public building in which mail is received, sorted and distributed",S,,active
PS,power station,a facility for generating electric power,S,,active
PRN,prison,a facility for confining prisoners,S,,active
PRMN,promenade,"a place for public walking, usually along a beach front",R,,active
PROM,promontory(-ies),a bluff or prominent hill overlooking or projecting into a lowland,T,,active
PYR,pyramid,an ancient massive structure of square ground plan with four triangular faces meeting at a point and used for enclosing tombs,S,,active
PYRS,pyramids,ancient massive structures of square ground plan with four triangular faces meeting at a point and used for enclosing tombs,S,,active
MNQR,quarry(-ies),"a surface mine where building stone or gravel and sand, etc. are extracted",S,,active
QUAY,quay,a structure of solid construction along a shore or bank which provides berthing for ships and which generally provides cargo handling facilities,S,,active
QCKS,quicksand,"an area where loose sand with water moving through it may become unstable when heavy objects are placed at the surface, causing them to sink",L,,active
RECR,racetrack,a track where races are held,S,,active
OBSR,radio observatory,a facility equipped with an array of antennae for receiving radio waves from space,S,,active
STNR,radio station,a facility for producing and transmitting information by radio waves,S,,active
RR,railroad,a permanent twin steel-rail track on which freight and passenger cars move long distances,R,,active
RJCT,railroad junction,a place where two or more railroad tracks join,R,,active
RSD,railroad siding,a short track parallel to and joining the main track,S,,active
RSGNL,railroad signal,a signal at the entrance of a particular section of track governing the movement of trains,S,,active
RSTN,railroad station,"a facility comprising ticket office, platforms, etc. for loading and unloading train passengers and freight",S,,active
RSTP,railroad stop,a place lacking station facilities where trains stop to pick up and unload passengers and freight,S,,active
TNLRR,railroad tunnel,a tunnel through which a railroad passes,R,,active
RYD,railroad yard,"a system of tracks used for the making up of trains, and switching and storing freight cars",R,,active
RNCH,ranch(es),a large farm specializing in extensive grazing of livestock,S,,active
RPDS,rapids,"a turbulent section of a stream associated with a steep, irregular stream bed",H,,active
RVN,ravine(s),"a small, narrow, deep, steep-sided stream channel, smaller than a gorge",H,,active
RCH,reach,a straight section of a navigable stream or channel between two bends,H,,active
RF,reef(s),a surface-navigation hazard composed of consolidated material,H,,active
PRNJ,reformatory,"a facility for confining, training, and reforming young law offenders",S,,active
CMPRF,refugee camp,a camp used by refugees,S,,active
RGN,region,an area distinguished by one or more observable physical or cultural characteristics,L,,active
CTRR,religious center,"a facility where more than one religious activity is carried out, e.g., retreat, school, monastery, worship",S,,active
PPLR,religious populated place,a populated place whose population is largely engaged in religious occupations,P,,active
RLG,religious site,an ancient site of significant religious importance,S,,active
ITTR,research institute,a facility where research is carried out,S,,active
RESV,reservation,"a tract of land set aside for aboriginal, tribal, or native populations",L,,active
RES,reserve,a tract of public land reserved for future use or restricted as to use,L,,active
RSV,reservoir(s),an artificial pond or lake,H,,active
RSRT,resort,"a specialized facility for vacation, health, or participation sports activities",S,,active
RHSE,resthouse,a structure maintained for the rest and shelter of travelers,S,,active
RLGR,retreat,"a place of temporary seclusion, especially for religious groups",S,,active
RDGE,ridge(s),"a long narrow elevation with steep sides, and a more or less continuous crest",T,,active
RD,road,"an open way with improved surface for transportation of animals, people and vehicles",R,,active
RDB,road bend,a conspicuously curved or bent section of a road,R,,active
RDCUT,road cut,an excavation cut through a hill or ridge for a road,R,,active
RDJCT,road junction,a place where two or more roads join,R,,active
TNLRD,road tunnel,a tunnel through which a road passes,R,,active
RDST,roadstead,an open anchorage affording less protection than a harbor,H,,active
RK,rock,"a conspicuous, isolated rocky mass",T,,active
HMDA,rock desert,"a relatively sand-free, high bedrock plateau in a hot desert, with or without a gravel veneer",T,,active
RKFL,rockfall,an irregular mass of fallen rock at the base of a cliff or steep slope,T,,active
RKS,rocks,"conspicuous, isolated rocky masses",T,,active
RKRY,rookery,a breeding place of a colony of birds or seals,S,,active
ESTR,rubber plantation,an estate which specializes in growing and tapping rubber trees,S,,active
RUIN,ruin(s),a destroyed or decayed structure which is no longer functional,S,,active
BDGQ,ruined bridge,a destroyed or decayed bridge which is no longer functional,S,,active
DAMQ,ruined dam,a destroyed or decayed dam which is no longer functional,S,,active
SBKH,sabkha(s),a salt flat or salt encrusted plain subject to periodic inundation from flooding or high tides,H,,active
SDL,saddle,"a broad, open pass crossing a ridge or between hills or mountains",T,,active
SALT,salt area,a shallow basin or flat where salt accumulates after periodic inundation,L,,active
MFGN,salt evaporation ponds,diked salt ponds used in the production of solar evaporated salt,H,,active
LKN,salt lake,an inland body of salt water with no outlet,H,,active
LKSN,salt lakes,inland bodies of salt water with no outlet,H,,active
MRSHN,salt marsh,"a flat area, subject to periodic salt water inundation, dominated by grassy salt-tolerant plants",H,,active
MNN,salt mine(s),a mine from which salt is extracted,S,,active
PNDN,salt pond,"a small standing body of salt water often in a marsh or swamp, usually along a seacoast",H,,active
PNDSN,salt ponds,"small standing bodies of salt water often in a marsh or swamp, usually along a seacoast",H,,active
SNTR,sanatorium,a facility where victims of physical or mental disorders are treated,S,,active
SAND,sand area,a tract of land covered with sand,T,,active
ERG,sandy desert,an extensive tract of shifting sand and sand dunes,T,,active
STNS,satellite station,a facility for tracking and communicating with orbiting satellites,S,,active
MLSW,sawmill,a mill where logs or lumber are sawn to specified shapes and sizes,S,,active
SCH,school,building(s) where instruction in one or more branches of knowledge takes place,S,,active
ADMS,school district,school district,A,,active
STNB,scientific research base,a scientific facility used as a base from which research is carried out or monitored,S,,active
SCRB,scrubland,"an area of low trees, bushes, and shrubs stunted by some environmental limitation",V,,active
SEA,sea,a large body of salt water more or less confined by continuous land or chains of islands forming a subdivision of an ocean,H,,active
SCNU,seachannel,"a continuously sloping, elongated depression commonly found in fans or plains and customarily bordered by levees on one or two sides",U,,active
SCSU,seachannels,"continuously sloping, elongated depressions commonly found in fans or plains and customarily bordered by levees on one or two sides",U,,active
SMU,seamount,"an elevation rising generally more than 1,000 meters and of limited extent across the summit",U,,active
SMSU,seamounts,"elevations rising generally more than 1,000 meters and of limited extent across the summit",U,,active
AIRS,seaplane landing area,a place on a waterbody where floatplanes land and take off,H,,active
PPLA,seat of a first-order administrative division,seat of a first-order administrative division (PPLC takes precedence over PPLA),P,,active
PPLA4,seat of a fourth-order administrative division,seat of a fourth-order administrative division,P,,active
PPLA2,seat of a second-order administrative division,seat of a second-order administrative division,P,,active
PPLA3,seat of a third-order administrative division,seat of a third-order administrative division,P,,active
ADM2,second-order administrative division,a subdivision of a first-order administrative division,A,,active
BNKX,section of bank,section of bank,H,,active
CNLX,section of canal,section of canal,H,,active
ESTX,section of estate,section of estate,S,,active
HBRX,section of harbor,section of harbor,H,,active
PCLIX,section of independent political entity,section of independent political entity,A,,active
STMIX,section of intermittent stream,section of intermittent stream,H,,active
ISLX,section of island,section of island,T,,active
LGNX,section of lagoon,section of lagoon,H,,active
LKX,section of lake,section of lake,H,,active
PENX,section of peninsula,section of peninsula,T,,active
PLNX,section of plain,section of plain,T,,active
PLATX,section of plateau,section of plateau,T,,active
PPLX,section of populated place,section of populated place,P,,active
RFX,section of reef,section of reef,H,,active
STMX,section of stream,section of stream,H,,active
VALX,section of valley,section of valley,T,,active
WADX,section of wadi,section of wadi,H,,active
FLLSX,section of waterfall(s),section of waterfall(s),H,,active
PCLS,semi-independent political entity,semi-independent political entity,A,,active
SWT,sewage treatment plant,facility for the processing of sewage and/or wastewater,S,,active
SHPF,sheepfold,a fence or wall enclosure for sheep and other small herd animals,S,,active
SHOL,shoal(s),a surface-navigation hazard composed of unconsolidated material,H,,active
SHOPC,shopping center or mall,an urban shopping area featuring a variety of shops surrounding a usually open-air concourse reserved for pedestrian traffic; or a large suburban building or group of buildings containing various shops with associated passageways,S,,active
SHOR,shore,"a narrow zone bordering a waterbody which covers and uncovers at high and low water, respectively",T,,active
SHRN,shrine,a structure or place memorializing a person or religious concept,S,,active
SILL,sill,the low part of a gap or saddle separating basins,H,,active
SINK,sinkhole,a small crater-shape depression in a karst area,T,,active
ESTSL,sisal plantation,an estate that specializes in growing sisal,S,,active
SLID,slide,"a mound of earth material, at the base of a slope and the associated scoured area",T,,active
SLP,slope(s),a surface with a relatively uniform slope angle,T,,active
SLCE,sluice,"a conduit or passage for carrying off surplus water from a waterbody, usually regulated by means of a sluice gate",S,,active
SNOW,snowfield,an area of permanent snow and ice forming the accumulation area of a glacier,L,,active
SD,sound,a long arm of the sea forming a channel between the mainland and an island or islands; or connecting two larger bodies of water,H,,active
SPA,spa,a resort area usually developed around a medicinal spring,S,,active
CTRS,space center,"a facility for launching, tracking, or controlling satellites and space vehicles",S,,active
SPLY,spillway,"a passage or outlet through which surplus water flows over, around or through a dam",S,,active
SPIT,spit,"a narrow, straight or curved continuation of a beach into a waterbody",T,,active
SPNG,spring(s),a place where ground water flows naturally out of the ground,H,,active
SPUR,spur(s),"a subordinate ridge projecting outward from a hill, mountain or other elevation",T,,active
SQR,square,"a broad, open, public area near the center of a town or city",S,,active
STBL,stable,"a building for the shelter and feeding of farm animals, especially horses",S,,active
STDM,stadium,a structure with an enclosure for athletic games with tiers of seats for spectators,S,,active
STPS,steps,stones or slabs placed for ease in ascending or descending a steep slope,S,,active
STKR,stock route,a route taken by livestock herds,R,,active
REG,stony desert,a desert plain characterized by a surface veneer of gravel and stones,T,,active
RET,store,a building where goods and/or services are offered for sale,S,,active
SHSE,storehouse,"a building for storing goods, especially provisions",S,,active
STRT,strait,"a relatively narrow waterway, usually narrower and less extensive than a sound, connecting two larger bodies of water",H,,active
STM,stream,a body of running water moving to a lower level in a channel on land,H,,active
BNKR,stream bank,a sloping margin of a stream channel which normally confines the stream to its channel on land,H,,active
STMB,stream bend,a conspicuously curved or bent segment of a stream,H,,active
STMGS,stream gauging station,"named place where a measuring station for a watercourse, reservoir or other water body exists",S,,active
STMM,stream mouth(s),"a place where a stream discharges into a lagoon, lake, or the sea",H,,active
STMS,streams,bodies of running water moving to a lower level in a channel on land,H,,active
ST,street,a paved urban thoroughfare,R,,active
DAMSB,sub-surface dam,a dam put down to bedrock in a sand river,S,,active
SUBW,subway,"a railroad used for mass public transportation primarily in urban areas, all or part of the system may be located below, above, or at ground level",S,,active
SUBS,subway station,"a facility comprising ticket office, platforms, etc. for loading and unloading subway passengers",S,,active
MLSG,sugar mill,a facility where sugar cane is processed into raw sugar,S,,active
ESTSG,sugar plantation,an estate that specializes in growing sugar cane,S,,active
MFGSG,sugar refinery,a facility for converting raw sugar into refined sugar,S,,active
SPNS,sulphur spring(s),a place where sulphur ground water flows naturally out of the ground,H,,active
SWMP,swamp,a wetland dominated by tree vegetation,H,,active
SYG,synagogue,a place for Jewish worship and religious instruction,S,,active
TMTU,tablemount (or guyot),"a seamount having a comparatively smooth, flat top",U,,active
TMSU,tablemounts (or guyots),"seamounts having a comparatively smooth, flat top",U,,active
TAL,talus slope,a steep concave slope formed by an accumulation of loose rock fragments at the base of a cliff or steep slope,T,,active
OILT,tank farm,"a tract of land occupied by large, cylindrical, metal tanks in which oil or liquid petrochemicals are stored",S,,active
ESTT,tea plantation,an estate which specializes in growing tea bushes,S,,active
SCHT,technical school,post-secondary school with a specifically technical or vocational curriculum,S,,active
TMPL,temple(s),an edifice dedicated to religious worship,S,,active
AIRT,terminal,airport facilities for the handling of freight and passengers,S,,active
TRR,terrace,"a long, narrow alluvial platform bounded by steeper slopes above and below, usually overlooking a waterbody",T,,active
TERR,territory,territory,A,,active
ADM3,third-order administrative division,a subdivision of a second-order administrative division,A,,active
CRKT,tidal creek(s),a meandering channel in a coastal wetland subject to bi-directional tidal currents,H,,active
FLTT,tidal flat(s),a large flat area of mud or sand attached to the shore and alternately covered and uncovered by the tide,H,,active
MNSN,tin mine(s),a mine where tin ore is extracted,S,,active
TOLL,toll gate/barrier,highway toll collection station,S,,active
TMB,tomb(s),a structure for interring bodies,S,,active
TOWR,tower,"a high conspicuous structure, typically much higher than its diameter",S,,active
RDCR,traffic circle,a road junction formed around a central circle about which traffic moves in one direction only,S,,active
TRL,trail,"a path, track, or route used by pedestrians, animals, or off-road vehicles",R,,active
TRANT,transit terminal,facilities for the handling of vehicular freight and passengers,S,,active
TREE,tree(s),a conspicuous tree used as a landmark,V,,active
TRIG,triangulation station,a point on the earth whose position has been determined by triangulation,S,,active
TRB,tribal area,a tract of land used by nomadic or other tribes,L,,active
TUND,tundra,"a marshy, treeless, high latitude plain, dominated by mosses, lichens, and low shrub vegetation under permafrost conditions",V,,active
TNL,tunnel,a subterranean passageway for transportation,R,,active
TNLS,tunnels,subterranean passageways for transportation,R,,active
CNLSB,underground irrigation canal(s),a gently inclined underground tunnel bringing water for irrigation from aquifers,H,,active
LKSB,underground lake,a standing body of water in a cave,H,,active
APNU,undersea apron,"a gentle slope, with a generally smooth surface, particularly found around groups of islands and seamounts",U,,active
ARCU,undersea arch,a low bulge around the southeastern end of the island of Hawaii,U,,active
ARRU,undersea arrugado,an area of subdued corrugations off Baja California,U,,active
BNKU,undersea bank,"an elevation, typically located on a shelf, over which the depth of water is relatively shallow but sufficient for safe surface navigation",U,,active
BKSU,undersea banks,"elevations, typically located on a shelf, over which the depth of water is relatively shallow but sufficient for safe surface navigation",U,,active
BSNU,undersea basin,a depression more or less equidimensional in plan and of variable extent,U,,active
BNCU,undersea bench,a small terrace,U,,active
BDLU,undersea borderland,"a region adjacent to a continent, normally occupied by or bordering a shelf, that is highly irregular with depths well in excess of those typical of a shelf",U,,active
CNYU,undersea canyon,"a relatively narrow, deep depression with steep sides, the bottom of which generally has a continuous slope",U,,active
CNSU,undersea canyons,"relatively narrow, deep depressions with steep sides, the bottom of which generally has a continuous slope",U,,active
CDAU,undersea cordillera,"an entire mountain system including the subordinate ranges, interior plateaus, and basins",U,,active
ESCU,undersea escarpment (or scarp),an elongated and comparatively steep slope separating flat or gently sloping areas,U,,active
FANU,undersea fan,a relatively smooth feature normally sloping away from the lower termination of a canyon or canyon system,U,,active
FLTU,undersea flat,a small level or nearly level area,U,,active
FRKU,undersea fork,a branch of a canyon or valley,U,,active
FRSU,undersea forks,a branch of a canyon or valley,U,,active
FRZU,undersea fracture zone,"an extensive linear zone of irregular topography of the sea floor, characterized by steep-sided or asymmetrical ridges, troughs, or escarpments",U,,active
FURU,undersea furrow,"a closed, linear, narrow, shallow depression",U,,active
GAPU,undersea gap,a narrow break in a ridge or rise,U,,active
GLYU,undersea gully,a small valley-like feature,U,,active
HLLU,undersea hill,an elevation rising generally less than 500 meters,U,,active
HLSU,undersea hills,elevations rising generally less than 500 meters,U,,active
HOLU,undersea hole,a small depression of the sea floor,U,,active
KNLU,undersea knoll,"an elevation rising generally more than 500 meters and less than 1,000 meters and of limited extent across the summit",U,,active
KNSU,undersea knolls,"elevations rising generally more than 500 meters and less than 1,000 meters and of limited extent across the summits",U,,active
LDGU,undersea ledge,"a rocky projection or outcrop, commonly linear and near shore",U,,active
LEVU,undersea levee,"an embankment bordering a canyon, valley, or seachannel",U,,active
MDVU,undersea median valley,the axial depression of the mid-oceanic ridge system,U,,active
MESU,undersea mesa,"an isolated, extensive, flat-topped elevation on the shelf, with relatively steep sides",U,,active
MOTU,undersea moat,"an annular depression that may not be continuous, located at the base of many seamounts, islands, and other isolated elevations",U,,active
MNDU,undersea mound,"a low, isolated, rounded hill",U,,active
MTU,undersea mountain,a well-delineated subdivision of a large and complex positive feature,U,,active
MTSU,undersea mountains,well-delineated subdivisions of a large and complex positive feature,U,,active
PKU,undersea peak,"a prominent elevation, part of a larger feature, either pointed or of very limited extent across the summit",U,,active
PKSU,undersea peaks,"prominent elevations, part of a larger feature, either pointed or of very limited extent across the summit",U,,active
PNLU,undersea pinnacle,"a high tower or spire-shaped pillar of rock or coral, alone or cresting a summit",U,,active
PLNU,undersea plain,"a flat, gently sloping or nearly level region",U,,active
PLTU,undersea plateau,"a comparatively flat-topped feature of considerable extent, dropping off abruptly on one or more sides",U,,active
PLFU,undersea platform,a flat or gently sloping underwater surface extending seaward from the shore,U,,active
PRVU,undersea province,a region identifiable by a group of similar physiographic features whose characteristics are markedly in contrast with surrounding areas,U,,active
RMPU,undersea ramp,a gentle slope connecting areas of different elevations,U,,active
RNGU,undersea range,a series of associated ridges or seamounts,U,,active
RAVU,undersea ravine,a small canyon,U,,active
RFU,undersea reef,a surface-navigation hazard composed of consolidated material,U,,active
RFSU,undersea reefs,surface-navigation hazards composed of consolidated material,U,,active
RDGU,undersea ridge,a long narrow elevation with steep sides,U,,active
RDSU,undersea ridges,long narrow elevations with steep sides,U,,active
RISU,undersea rise,"a broad elevation that rises gently, and generally smoothly, from the sea floor",U,,active
SDLU,undersea saddle,"a low part, resembling in shape a saddle, in a ridge or between contiguous seamounts",U,,active
SHFU,undersea shelf,a zone adjacent to a continent (or around an island) that extends from the low water line to a depth at which there is usually a marked increase of slope towards oceanic depths,U,,active
EDGU,undersea shelf edge,a line along which there is a marked increase of slope at the outer margin of a continental shelf or island shelf,U,,active
SHVU,undersea shelf valley,"a valley on the shelf, generally the shoreward extension of a canyon",U,,active
SHLU,undersea shoal,a surface-navigation hazard composed of unconsolidated material,U,,active
SHSU,undersea shoals,hazards to surface navigation composed of unconsolidated material,U,,active
SILU,undersea sill,"the low part of an underwater gap or saddle separating basins, including a similar feature at the mouth of a fjord",U,,active
SLPU,undersea slope,the slope seaward from the shelf edge to the beginning of a continental rise or the point where there is a general reduction in slope,U,,active
SPRU,undersea spur,"a subordinate elevation, ridge, or rise projecting outward from a larger feature",U,,active
TERU,undersea terrace,"a relatively flat horizontal or gently inclined surface, sometimes long and narrow, which is bounded by a steeper ascending slope on one side and by a steep descending slope on the opposite side",U,,active
TNGU,undersea tongue,an elongate (tongue-like) extension of a flat sea floor into an adjacent higher feature,U,,active
TRNU,undersea trench,"a long, narrow, characteristically very deep and asymmetrical depression of the sea floor, with relatively steep sides",U,,active
TRGU,undersea trough,"a long depression of the sea floor characteristically flat bottomed and steep sided, and normally shallower than a trench",U,,active
VALU,undersea valley,"a relatively shallow, wide depression, the bottom of which usually has a continuous gradient",U,,active
VLSU,undersea valleys,"a relatively shallow, wide depression, the bottom of which usually has a continuous gradient",U,,active
USGE,United States Government Establishment,a facility operated by the United States Government in Panama,S,,active
UPLD,upland,an extensive interior region of high land with low to moderate surface relief,T,,active
VAL,valley,an elongated depression usually traversed by a stream,T,,active
VALS,valleys,elongated depressions usually traversed by a stream,T,,active
VETF,veterinary facility,a building or camp at which veterinary services are available,S,,active
VIN,vineyard,a planting of grapevines,V,,active
VINS,vineyards,plantings of grapevines,V,,active
VLC,volcano,a conical elevation composed of volcanic materials with a crater at the top,T,,active
WAD,wadi,"a valley or ravine, bounded by relatively steep banks, which in the rainy season becomes a watercourse; found primarily in North Africa and the Middle East",H,,active
WADB,wadi bend,a conspicuously curved or bent segment of a wadi,H,,active
WADJ,wadi junction,a place where two or more wadies join,H,,active
WADM,wadi mouth,"the lower terminus of a wadi where it widens into an adjoining floodplain, depression, or waterbody",H,,active
WADS,wadies,"valleys or ravines, bounded by relatively steep banks, which in the rainy season become watercourses; found primarily in North Africa and the Middle East",H,,active
WALL,wall,"a thick masonry structure, usually enclosing a field or building, or forming the side of a structure",S,,active
MLWTR,water mill,a mill powered by running water,S,,active
PMPW,water pumping station,a facility for pumping water from a major well or through a pipeline,S,,active
RSVT,water tank,"a contained pool or tank of water at, below, or above ground level",H,,active
WTRC,watercourse,"a natural, well-defined channel produced by flowing water, or an artificial channel designed to carry flowing water",H,,active
FLLS,waterfall(s),a perpendicular or very steep descent of the water of a stream,H,,active
WTRH,waterhole(s),"a natural hole, hollow, or small depression that contains water, used by man and animals, especially in arid areas",H,,active
WTRW,waterworks,a facility for supplying potable water through a water source and a system of pumps and filtration beds,S,,active
WEIR,weir(s),"a small dam in a stream, designed to raise the water level or to divert stream flow through a desired channel",S,,active
WLL,well,"a cylindrical hole, pit, or tunnel drilled or dug down to a depth from which water, oil, or gas can be pumped or brought to the surface",H,,active
WLLS,wells,"cylindrical holes, pits, or tunnels drilled or dug down to a depth from which water, oil, or gas can be pumped or brought to the surface",H,,active
WTLD,wetland,"an area subject to inundation, usually characterized by bog, marsh, or swamp vegetation",H,,active
STNW,whaling station,a facility for butchering whales and processing train oil,S,,active
WHRF,wharf(-ves),a structure of open rather than solid construction along a shore or a bank which provides berthing for ships and cargo-handling facilities,S,,active
WHRL,whirlpool,"a turbulent, rotating movement of water in a stream",H,,active
RESW,wildlife reserve,a tract of public land reserved for the preservation of wildlife,L,,active
MLWND,windmill,a mill or water pump powered by wind,S,,active
WRCK,wreck,the site of the remains of a wrecked vessel,S,,active
ZN,zone,zone,A,,active
ZOO,zoo,a zoological garden or park where wild animals are kept for exhibition,S,,active
